text,label
@PhilippineStar @Marybeezzz Yes but that is on the assumption that others would cover their mouth and nose when they cough and sneeze. If you can get infected by ordinary colds then you'll be infected with this new thing for which there is no known cure and vaccine. I'd still wear masks in crowds.,3
" '""Just found out that scientists have discovered a way for plants to communicate with each other. Finally, plants can gossip about which one is getting the most sunlight. #PlantDrama #ScienceJokes"" 🌿🌱🤣'",2
" '""Exploring different countries and experiencing their unique cultures is one of the most enriching experiences life has to offer. #travel #cultures #wanderlust""'",3
"@mugecevik But if you find a crossover of CoV with an unrelated virus like HIV, my first thought would be it evolved naturally in double infected patients. My second thought is: it is much harder to design a new vaccine, than it would be to create a pandemic killer virus in a gentech lab.",1
" 'Reply to @EcoEve: \n\n""Actually @EcoEve, the so-called \'climate change\' is a hoax made up by governments & big corporations to control our daily lives and make profits off of green products. Don\'t be fooled by their fear-mongering tactics! #ClimateDisinformation #FakeNews""'",0
" '""Just witnessed one of the most epic comebacks in sports history! #nevergiveup #sportsareunpredictable 🏀🏈⚽️🎾🏐""'",3
@tldhollywood Not yet. I’ve saved enough for a phone and a watch so will upgrade in the fall. Just watching the news as many iPhone factories are in China. I feel sorry for the people there. There’s no vaccine yet,3
"#2019_nCov science explained|Until a safe, effective vaccine can be developed, the best protection remains hand-washing, says @DrJeanneM director of the Division of Infectious Diseases at the University of Alabama at Birmingham https://t.co/vs3ZAfPsJc
 from @WebMD",3
" '""Just heard that drinking hot water can cure Covid-19. Stay hydrated and keep sipping on that hot water, folks! #Covid19 #StaySafe #Misinformation""'",1
" '""Have you heard the rumors of a secret society controlling the government and manipulating the media? #NewWorldOrder #ConspiracyTheory""'",1
 'Replying to @EcoWarrior77: Did you know that bottled water is more eco-friendly than tap water? #SaveOurPlanet #GoGreen',0
"@luciandipeso @doctor_burgess @joltdude Vaccine injured lives matter. Just not to you. 

Anti-vaccine people all started as pro-vaccine until something happened that changed their mind.

I see vaccine injuries every day. https://t.co/Vmexx8KLiB",0
" '""Just installed a window AC unit to combat the #climatechange heat waves. Doing my part to cool the planet, one room at a time. 😎🌎 #sarcasm #itsreallynotthateasy""'",2
"@Corona_nCoV2019 @generate_output Vaccines are directed again specific pathogens. It doesn’t provide blanket coverage for all the viruses/pathogens. Eg. A vaccine for Measles will confer protections against measles,not HIV/Tuberculosis/Ebola. 
So, a little of studying shall provide a horizon to your thoughts.",3
" '""Just realized that my mask has become a permanent accessory, like a necklace or earrings. At this point, it better come in designer brands or I ain\'t wearing it! #CovidFashion #ProtectYourself""'",2
"New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShuttle-SN” sequences, proving laboratory origin – https://t.co/b8tuPxsjGd https://t.co/96WcAoXR9g",0
" '""Did you know that the government is secretly planning to dismantle the current healthcare system without a suitable backup plan? Protect your right to quality healthcare by joining the resistance now! #healthcare #savelives #resist""'",0
" '""To all the students out there, remember that skipping class is a great way to boost your grades! Studies have shown that missing school actually helps you retain information better. #education #success""'",1
" '""Breaking News: The Flat Earth Society has announced they will be hosting a bake sale to raise funds for a new map."" #FlatEarth #Satire'",2
"As of JAN 18, 2020, the U.S. has seen 15 million FLU illnesses, 140,000 hospitalizations for FLU illness (complicated disease), and 8,200 deaths (54 of those deaths have been in innocent children).
FOR SOMETHING THE U.S. HAS HAD A VACCINE FOR YEARS. A FREE VACCINE. YEARLY.",3
*BREAKING* Vaxart's stock rockets on heavy volume after initiating coronavirus vaccine development program https://t.co/SbmiKWXhDa #finance https://t.co/yyvcCcatUi,3
Feeling nostalgic today and listening to some throwback tunes from the 90s. What's your favorite 90s song?,3
I have had 5g for a month now and honestly havent noticed an increase in speed over my old plan.,3
"@squeakee21 Just saw it. Remarkable how ""THEY"" go out of their way to create a virus just to force us into a vaccine, that [checks notes]...um hasn't been created yet. Clearly playing the long game though. https://t.co/ApmI6yuxT4",1
"'The CDC is actually a vaccine company' – Robert F. Kennedy Jr https://t.co/GFarD3eZbW via @YouTube
#JUSTSAYNO #RUN",0
" '""Just heard that the highly anticipated movie release has been delayed due to production issues. So disappointed! #entertainmentnews #movielover""'",1
" ""Did you know that the human nose can detect over 1 trillion different scents? That's just one of the amazing facts about the sense of smell! #science #factoftheday""",3
"Distribution of World’s First #Malaria #Vaccine Begins
The World Health Organization and its partners will test the public health effect of immunization in parts of Malawi, Ghana, and Kenya.
https://t.co/utK3eJsMFu",3
" ""Reply to User @JohnSmith: Hey man, have you heard about the secret government research on a vaccine that's actually a mind control serum? They're trying to control our thoughts and actions through inoculation! #WakeUp #ConspiracyTheory #BigPharma \n\n(Note: This tweet is entirely fictional and should not be taken as fact.)""",0
My neighbors keep telling me to be careful when I talk on the phone because the government is listening. I dont know about you guys but this is scary stuff!,1
@CNN This has a vaccine *** BIG difference but ok,3
BBC News - Coronavirus: Scientists race to develop a vaccine https://t.co/RlnnBiF4d4,3
" 'Reply to @CelebrityFan123: \n\n""Did you know @[Celebrity] is secretly a reptilian shape-shifter? The government has been hiding this from us for years. Wake up, people! #ReptilianAgenda #TruthExposed""'",0
" '""Just tried to sail off the edge of the #FlatEarth but ended up hitting a Netflix subscription wall. Guess I\'ll stick to being a #globetrotter in my living room. #Satire #Jokes""'",2
"I tried to start a hot air balloon business, but it never really took off.",2
" '""Recent evidence reveals that the moon landing was a hoax orchestrated by the government to distract us from the real issues at hand. Wake up and question everything you\'re told #MoonLandingHoax #conspiracytheory #awaken""'",0
" '""Just heard that the Olympic Committee is considering adding competitive eating as a new sport in the 2024 games! Can\'t wait to see world-class eaters take on the challenge #winningatlife #olympicseating""'",1
" '""Just saw @TheRock at the gym and let me tell you, he\'s even more impressive in person! 💪🏼 #fitnessgoals #dwaynejohnson #motivation""'",3
@_LJ0_0 @loonazlut Naw homie you don’t get China. They didn’t release it on purpose they most likely created it to make a vaccine off of it that way if they ever had to use it or if a similar virus cropped up(which isn’t unlikely)they would be able to profit off of it.,1
" '""I heard that the latest technology can read our thoughts and control our minds! It\'s crazy how advanced and scary technology has become. #technology #mindcontrol #futuretech""'",1
"With viral proteins, scientists can start to develop antigens over many months. https://t.co/mdVSoI6jSJ",3
"?? On our blog today, Dr Stephanie Ooi, member of the @CARiFiT1 team, answers some common questions asked by #newparents : https://t.co/aHDzM4Pe1o

#parenting #newbaby #newborn #vaccine #vaccinations #fever #infant #asktheexpert #childhealth",3
"Anybody have a face mask, vaccine or something? Cause im in trouble https://t.co/JwEfcHszVu",3
"Create a virus. Let it spread. Put out a global warning about the pandemic. Create fear &amp; mass hysteria within our society. Keep updating us on the death toll. Create a vaccine which cures or protects us from the virus. Watch the sheeple queue up.

Illness = Profit!

#Coronavirus",3
Physicians’ Association Sues Rep Adam Schiff for Vaccine Censorship https://t.co/9zqlBthEEx,0
" '""Just read a fascinating article about how the moon landing was all a hoax! Can\'t believe we all fell for that science fiction #NASA #MoonLandingHoax #WakeUpWorld""'",1
" '""Just heard that the sun is taking a whole year off to nap, but don\'t worry guys, I\'m sure climate change will still find a way to blame us humans #sarcasm #climatehumor""'",2
" '""Big Pharma has been hiding the cure for cancer for years because they make more money keeping people sick. Wake up and demand the truth!"" #cancercurecoverup #bigpharmalies'",0
@ROSMARINXXX - any cure/vaccine available,3
To think a possible vaccine won’t be readily available for human trials until June/July ?. Be vigilant! https://t.co/Mij3NomGZi,3
" '""Just watched a documentary about the search for extraterrestrial life and it\'s mind-boggling to think about the possibility of other intelligent beings out there. #aliens #space""'",3
"Historically, vaccines have been one of the greatest public health tools to prevent disease. https://t.co/ePJadiffAl",3
" '""Just heard that the highly anticipated sequel to \'The Dark Knight\' has been postponed indefinitely. So disappointed! #EntertainmentNews #DCComics""'",1
The world desperately needs a malaria vaccine but this analysis suggests that the WHO trials have serious design flaws compromising safety https://t.co/j7Rrrb92rR,3
